241	68	1	2.911365	3.590070	2.993751	3.411193	3.114910	
247	6	1	0.944138	0.583291	0.601997	0.567196	0.529682	
255	440	1	17.465607	33.596443	32.617572	34.686823	33.598332	
258	18	1	2.673909	2.179631	2.064759	1.877106	1.811726	
261	29	1	1.083975	1.752099	1.822460	1.906385	1.951702	
265	657	1	5.466010	13.889996	15.284721	17.102969	18.601254	
271	91	1	3.272339	6.250444	6.834214	6.957175	7.655762	
275	55	1	12.818757	2.148565	4.913041	2.454959	3.165023	
277	5	1	0.216251	0.262705	0.337336	0.333537	0.336781	
278	21	1	4.793547	1.698535	2.500716	1.763219	1.849540	
280	102	1	2.338153	5.709780	6.527253	7.445612	7.592581	
284	3	1	0.157630	0.421280	0.185681	0.216899	0.170518	
285	5	1	0.180070	0.601404	0.332937	0.364061	0.317012	
287	28	1	2.085066	2.196403	2.342463	2.248150	2.342008	
288	42	1	5.094360	4.931087	3.896699	4.310116	3.513801	
290	24	1	1.194646	2.388311	2.215735	2.301015	2.248315	
291	235	1	15.358965	12.769636	16.215099	16.232416	17.273352	
292	31	1	1.673164	0.879907	0.942530	0.920555	0.965645	
297	592	1	18.582287	44.624262	40.152923	46.454757	44.320371	
299	19	1	1.871912	2.746204	1.999678	2.201761	1.843600	
300	187	1	1.322280	3.845490	4.012838	4.557476	4.988956	
301	107	1	7.704292	10.887754	8.892732	10.787354	9.111355	
306	132	1	5.491245	6.833790	8.146815	8.859852	9.024490	
